
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=100
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=128
EVALUATE_EVERY=100
FILTER_SIZES=1,2,3,4,5
L2_REG_LAMBDA=0.0
LABELS_DATA_FILE=./nlp_features/econ_health_onehotlabels.npy
LOG_DEVICE_PLACEMENT=False
NUM_CHECKPOINTS=5
NUM_EPOCHS=200
NUM_FILTERS=128
SENTENCES_DATA_FILE=./nlp_features/econ_health_sentences_list_of_strings.npy
UNROLLED_LSTM=False

Loading data...
Vocabulary Size: 12499
Train/Dev split: 2610/289
Writing to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488526215

2017-03-02T23:32:23.042916: step 1, loss 3.72976, acc 0.34375
2017-03-02T23:34:20.370394: step 972, loss 0.235654, acc 0.921875
2017-03-02T23:34:20.468444: step 973, loss 0.252117, acc 0.9375
2017-03-02T23:34:20.576787: step 974, loss 0.365491, acc 0.875
2017-03-02T23:34:20.671268: step 975, loss 0.24248, acc 0.90625
2017-03-02T23:34:20.771622: step 976, loss 0.28117, acc 0.890625
2017-03-02T23:34:20.872201: step 977, loss 0.151643, acc 0.96875
2017-03-02T23:34:20.975526: step 978, loss 0.249155, acc 0.890625
2017-03-02T23:34:21.082522: step 979, loss 0.210031, acc 0.90625
2017-03-02T23:34:21.188631: step 980, loss 0.313124, acc 0.875
2017-03-02T23:34:21.307737: step 981, loss 0.353501, acc 0.828125
2017-03-02T23:34:21.397111: step 982, loss 0.317429, acc 0.890625
2017-03-02T23:34:21.492059: step 983, loss 0.36693, acc 0.890625
2017-03-02T23:34:21.591399: step 984, loss 0.325149, acc 0.9
2017-03-02T23:34:21.693889: step 985, loss 0.275768, acc 0.875
2017-03-02T23:34:21.800407: step 986, loss 0.308264, acc 0.84375
2017-03-02T23:34:21.899368: step 987, loss 0.181591, acc 0.921875
2017-03-02T23:34:22.009558: step 988, loss 0.277084, acc 0.890625
2017-03-02T23:34:22.111213: step 989, loss 0.353586, acc 0.84375
2017-03-02T23:34:22.199371: step 990, loss 0.261585, acc 0.875
2017-03-02T23:34:22.305365: step 991, loss 0.377809, acc 0.859375
2017-03-02T23:34:22.413321: step 992, loss 0.271911, acc 0.875
2017-03-02T23:34:22.521440: step 993, loss 0.420514, acc 0.765625
2017-03-02T23:34:22.619843: step 994, loss 0.328173, acc 0.84375
2017-03-02T23:34:22.725509: step 995, loss 0.415063, acc 0.78125
2017-03-02T23:34:22.837877: step 996, loss 0.304255, acc 0.84375
2017-03-02T23:34:22.931763: step 997, loss 0.363549, acc 0.828125
2017-03-02T23:34:23.037849: step 998, loss 0.191128, acc 0.9375
2017-03-02T23:34:23.150813: step 999, loss 0.450753, acc 0.765625
2017-03-02T23:34:23.262223: step 1000, loss 0.28453, acc 0.875

Evaluation:
2017-03-02T23:34:23.325603: step 1000, loss 1.14799, acc 0.553633

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488526215/checkpoints/model-1000

2017-03-02T23:34:23.781454: step 1001, loss 0.168931, acc 0.9375
2017-03-02T23:34:23.910894: step 1002, loss 0.243425, acc 0.921875
2017-03-02T23:34:24.020350: step 1003, loss 0.390842, acc 0.875
2017-03-02T23:34:24.125696: step 1004, loss 0.20354, acc 0.921875
2017-03-02T23:34:24.228979: step 1005, loss 0.217607, acc 0.890625
2017-03-02T23:34:24.339129: step 1006, loss 0.443375, acc 0.78125
2017-03-02T23:34:24.430377: step 1007, loss 0.247979, acc 0.90625
2017-03-02T23:34:24.547503: step 1008, loss 0.283329, acc 0.90625
2017-03-02T23:34:24.645226: step 1009, loss 0.34865, acc 0.890625
2017-03-02T23:34:24.745942: step 1010, loss 0.331839, acc 0.859375
2017-03-02T23:34:24.850502: step 1011, loss 0.244481, acc 0.921875
2017-03-02T23:34:24.951374: step 1012, loss 0.216602, acc 0.921875
2017-03-02T23:34:25.054399: step 1013, loss 0.393703, acc 0.8125
2017-03-02T23:34:25.156670: step 1014, loss 0.458358, acc 0.78125
2017-03-02T23:34:25.259807: step 1015, loss 0.393082, acc 0.859375
2017-03-02T23:34:25.364058: step 1016, loss 0.353452, acc 0.828125
2017-03-02T23:34:25.473498: step 1017, loss 0.295561, acc 0.859375
2017-03-02T23:34:25.580671: step 1018, loss 0.258031, acc 0.875
2017-03-02T23:34:25.688641: step 1019, loss 0.24433, acc 0.890625
2017-03-02T23:34:25.790017: step 1020, loss 0.172378, acc 0.921875
2017-03-02T23:34:25.882505: step 1021, loss 0.375549, acc 0.84375
2017-03-02T23:34:25.969950: step 1022, loss 0.320625, acc 0.875
2017-03-02T23:34:26.073143: step 1023, loss 0.340045, acc 0.875
2017-03-02T23:34:26.178312: step 1024, loss 0.306846, acc 0.890625
2017-03-02T23:34:26.298982: step 1025, loss 0.443962, acc 0.78
2017-03-02T23:34:26.407251: step 1026, loss 0.229528, acc 0.953125
2017-03-02T23:34:26.513243: step 1027, loss 0.309637, acc 0.84375
2017-03-02T23:34:26.614352: step 1028, loss 0.234016, acc 0.921875
2017-03-02T23:34:26.706018: step 1029, loss 0.260629, acc 0.90625
2017-03-02T23:34:26.816892: step 1030, loss 0.330453, acc 0.859375
2017-03-02T23:34:26.926311: step 1031, loss 0.306305, acc 0.890625
2017-03-02T23:34:27.030582: step 1032, loss 0.273581, acc 0.875
2017-03-02T23:34:27.147180: step 1033, loss 0.293261, acc 0.875
2017-03-02T23:34:27.249832: step 1034, loss 0.225604, acc 0.921875
2017-03-02T23:34:27.356667: step 1035, loss 0.267597, acc 0.859375
2017-03-02T23:34:27.443336: step 1036, loss 0.273783, acc 0.875
2017-03-02T23:34:27.541803: step 1037, loss 0.271991, acc 0.875
2017-03-02T23:34:27.640427: step 1038, loss 0.166544, acc 0.9375
2017-03-02T23:34:27.741778: step 1039, loss 0.174586, acc 0.9375
2017-03-02T23:34:27.849157: step 1040, loss 0.345738, acc 0.84375
2017-03-02T23:34:27.949895: step 1041, loss 0.28233, acc 0.90625
2017-03-02T23:34:28.054046: step 1042, loss 0.294454, acc 0.828125
2017-03-02T23:34:28.140814: step 1043, loss 0.207289, acc 0.9375
2017-03-02T23:34:28.234339: step 1044, loss 0.259934, acc 0.890625
2017-03-02T23:34:28.342089: step 1045, loss 0.251474, acc 0.921875
2017-03-02T23:34:28.441595: step 1046, loss 0.42211, acc 0.875
2017-03-02T23:34:28.547092: step 1047, loss 0.226819, acc 0.890625
2017-03-02T23:34:28.651637: step 1048, loss 0.140489, acc 0.953125
2017-03-02T23:34:28.763453: step 1049, loss 0.460013, acc 0.8125
2017-03-02T23:34:28.879943: step 1050, loss 0.373879, acc 0.8125
2017-03-02T23:34:28.967538: step 1051, loss 0.303731, acc 0.921875
2017-03-02T23:34:29.071558: step 1052, loss 0.331573, acc 0.875
2017-03-02T23:34:29.184831: step 1053, loss 0.252322, acc 0.875
2017-03-02T23:34:29.290053: step 1054, loss 0.345297, acc 0.84375
2017-03-02T23:34:29.393761: step 1055, loss 0.347358, acc 0.828125
2017-03-02T23:34:29.497825: step 1056, loss 0.281376, acc 0.875
2017-03-02T23:34:29.599775: step 1057, loss 0.258705, acc 0.890625
2017-03-02T23:34:29.696040: step 1058, loss 0.393135, acc 0.828125
2017-03-02T23:34:29.796112: step 1059, loss 0.191812, acc 0.953125
2017-03-02T23:34:29.910259: step 1060, loss 0.195723, acc 0.921875
2017-03-02T23:34:30.020576: step 1061, loss 0.255075, acc 0.90625
2017-03-02T23:34:30.126162: step 1062, loss 0.237905, acc 0.9375
2017-03-02T23:34:30.224495: step 1063, loss 0.225275, acc 0.921875
2017-03-02T23:34:30.331125: step 1064, loss 0.211772, acc 0.90625
2017-03-02T23:34:30.423047: step 1065, loss 0.309138, acc 0.875
2017-03-02T23:34:30.505086: step 1066, loss 0.320616, acc 0.86
2017-03-02T23:34:30.613723: step 1067, loss 0.295307, acc 0.890625
2017-03-02T23:34:30.716735: step 1068, loss 0.232802, acc 0.9375
2017-03-02T23:34:30.817492: step 1069, loss 0.271066, acc 0.90625
2017-03-02T23:34:30.920056: step 1070, loss 0.185437, acc 0.921875
2017-03-02T23:34:31.022773: step 1071, loss 0.268962, acc 0.921875
2017-03-02T23:34:31.133215: step 1072, loss 0.338662, acc 0.875
2017-03-02T23:34:31.230466: step 1073, loss 0.259374, acc 0.90625
2017-03-02T23:34:31.329855: step 1074, loss 0.21741, acc 0.890625
2017-03-02T23:34:31.435287: step 1075, loss 0.311042, acc 0.875
2017-03-02T23:34:31.548846: step 1076, loss 0.233892, acc 0.9375
2017-03-02T23:34:31.654269: step 1077, loss 0.325421, acc 0.84375
2017-03-02T23:34:31.761857: step 1078, loss 0.169091, acc 0.953125
2017-03-02T23:34:31.867771: step 1079, loss 0.331444, acc 0.875
2017-03-02T23:34:31.957363: step 1080, loss 0.25233, acc 0.921875
2017-03-02T23:34:32.059772: step 1081, loss 0.277504, acc 0.9375
2017-03-02T23:34:32.175578: step 1082, loss 0.243648, acc 0.890625
2017-03-02T23:34:32.278282: step 1083, loss 0.299776, acc 0.84375
2017-03-02T23:34:32.388967: step 1084, loss 0.252124, acc 0.90625
2017-03-02T23:34:32.492626: step 1085, loss 0.230122, acc 0.921875
2017-03-02T23:34:32.598379: step 1086, loss 0.195837, acc 0.921875
2017-03-02T23:34:32.693536: step 1087, loss 0.153725, acc 0.984375
2017-03-02T23:34:32.782335: step 1088, loss 0.242605, acc 0.890625
2017-03-02T23:34:32.887054: step 1089, loss 0.27008, acc 0.90625
2017-03-02T23:34:32.999266: step 1090, loss 0.372049, acc 0.859375
2017-03-02T23:34:33.108536: step 1091, loss 0.213449, acc 0.90625
2017-03-02T23:34:33.221077: step 1092, loss 0.170451, acc 0.953125
2017-03-02T23:34:33.328449: step 1093, loss 0.405139, acc 0.859375
2017-03-02T23:34:33.454206: step 1094, loss 0.16944, acc 0.953125
2017-03-02T23:34:33.539788: step 1095, loss 0.212355, acc 0.921875
2017-03-02T23:34:33.643953: step 1096, loss 0.350791, acc 0.875
2017-03-02T23:34:33.766688: step 1097, loss 0.211727, acc 0.9375
2017-03-02T23:34:33.872588: step 1098, loss 0.234873, acc 0.90625
2017-03-02T23:34:33.974857: step 1099, loss 0.219811, acc 0.921875
2017-03-02T23:34:34.091396: step 1100, loss 0.317036, acc 0.875

Evaluation:
2017-03-02T23:34:34.152182: step 1100, loss 1.47839, acc 0.577855

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488526215/checkpoints/model-1100

2017-03-02T23:34:34.616692: step 1101, loss 0.39699, acc 0.859375
2017-03-02T23:34:34.724012: step 1102, loss 0.279096, acc 0.890625
2017-03-02T23:34:34.817272: step 1103, loss 0.25957, acc 0.921875
2017-03-02T23:34:34.930715: step 1104, loss 0.378739, acc 0.859375
2017-03-02T23:34:35.023714: step 1105, loss 0.258605, acc 0.875
2017-03-02T23:34:35.133113: step 1106, loss 0.267115, acc 0.875
2017-03-02T23:34:35.231024: step 1107, loss 0.304226, acc 0.9
2017-03-02T23:34:35.342439: step 1108, loss 0.404036, acc 0.828125
2017-03-02T23:34:35.445884: step 1109, loss 0.160397, acc 0.9375
2017-03-02T23:34:35.551072: step 1110, loss 0.17725, acc 0.9375
2017-03-02T23:34:35.651379: step 1111, loss 0.23155, acc 0.875
2017-03-02T23:34:35.745173: step 1112, loss 0.366507, acc 0.859375
2017-03-02T23:34:35.843337: step 1113, loss 0.180694, acc 0.9375
2017-03-02T23:34:35.948560: step 1114, loss 0.222903, acc 0.9375
2017-03-02T23:34:36.057498: step 1115, loss 0.234904, acc 0.9375
2017-03-02T23:34:36.155243: step 1116, loss 0.278249, acc 0.890625
2017-03-02T23:34:36.260036: step 1117, loss 0.174187, acc 0.953125
2017-03-02T23:34:36.367391: step 1118, loss 0.110183, acc 0.96875
2017-03-02T23:34:36.467287: step 1119, loss 0.286467, acc 0.90625
2017-03-02T23:34:36.559037: step 1120, loss 0.160656, acc 0.9375
2017-03-02T23:34:36.656124: step 1121, loss 0.228187, acc 0.90625
2017-03-02T23:34:36.763904: step 1122, loss 0.188405, acc 0.953125
2017-03-02T23:34:36.870362: step 1123, loss 0.214573, acc 0.90625
2017-03-02T23:34:36.972614: step 1124, loss 0.159258, acc 0.96875
2017-03-02T23:34:37.082917: step 1125, loss 0.128935, acc 0.9375
2017-03-02T23:34:37.201915: step 1126, loss 0.218358, acc 0.890625
2017-03-02T23:34:37.291656: step 1127, loss 0.254601, acc 0.875
2017-03-02T23:34:37.391285: step 1128, loss 0.352299, acc 0.84375
2017-03-02T23:34:37.495259: step 1129, loss 0.267269, acc 0.890625
2017-03-02T23:34:37.594711: step 1130, loss 0.156799, acc 0.9375
2017-03-02T23:34:37.705152: step 1131, loss 0.273567, acc 0.875
2017-03-02T23:34:37.810393: step 1132, loss 0.193944, acc 0.9375
2017-03-02T23:34:37.915784: step 1133, loss 0.256311, acc 0.90625
2017-03-02T23:34:38.008664: step 1134, loss 0.190802, acc 0.9375
2017-03-02T23:34:38.097578: step 1135, loss 0.14461, acc 0.96875
2017-03-02T23:34:38.203674: step 1136, loss 0.182529, acc 0.921875
2017-03-02T23:34:38.313112: step 1137, loss 0.270789, acc 0.90625
2017-03-02T23:34:38.423941: step 1138, loss 0.256609, acc 0.90625
2017-03-02T23:34:38.541412: step 1139, loss 0.251924, acc 0.890625
2017-03-02T23:34:38.646468: step 1140, loss 0.217513, acc 0.953125
2017-03-02T23:34:38.758106: step 1141, loss 0.332847, acc 0.890625
2017-03-02T23:34:38.849606: step 1142, loss 0.23443, acc 0.890625
2017-03-02T23:34:38.951823: step 1143, loss 0.204498, acc 0.90625
2017-03-02T23:34:39.059898: step 1144, loss 0.236828, acc 0.890625
2017-03-02T23:34:39.166008: step 1145, loss 0.194344, acc 0.9375
2017-03-02T23:34:39.263937: step 1146, loss 0.180147, acc 0.9375
2017-03-02T23:34:39.368151: step 1147, loss 0.226496, acc 0.890625
2017-03-02T23:34:39.464778: step 1148, loss 0.33859, acc 0.86
2017-03-02T23:34:39.554664: step 1149, loss 0.235156, acc 0.875
2017-03-02T23:34:39.655426: step 1150, loss 0.0992045, acc 0.984375
2017-03-02T23:34:39.760995: step 1151, loss 0.108976, acc 0.984375
2017-03-02T23:34:39.877413: step 1152, loss 0.234898, acc 0.9375
2017-03-02T23:34:39.982544: step 1153, loss 0.140449, acc 0.921875
2017-03-02T23:34:40.088210: step 1154, loss 0.3128, acc 0.921875
2017-03-02T23:34:40.196701: step 1155, loss 0.170688, acc 0.953125
2017-03-02T23:34:40.287589: step 1156, loss 0.26509, acc 0.875
2017-03-02T23:34:40.389365: step 1157, loss 0.278085, acc 0.875
2017-03-02T23:34:40.495081: step 1158, loss 0.176656, acc 0.921875
2017-03-02T23:34:40.598738: step 1159, loss 0.128804, acc 0.9375
2017-03-02T23:34:40.701803: step 1160, loss 0.295246, acc 0.875
2017-03-02T23:34:40.812368: step 1161, loss 0.258415, acc 0.921875
2017-03-02T23:34:40.912249: step 1162, loss 0.200575, acc 0.9375
2017-03-02T23:34:41.025932: step 1163, loss 0.132102, acc 0.96875
2017-03-02T23:34:41.114996: step 1164, loss 0.126195, acc 1
2017-03-02T23:34:41.218757: step 1165, loss 0.198185, acc 0.9375
2017-03-02T23:34:41.324246: step 1166, loss 0.215018, acc 0.90625
2017-03-02T23:34:41.430758: step 1167, loss 0.181997, acc 0.90625
2017-03-02T23:34:41.533691: step 1168, loss 0.223485, acc 0.90625
2017-03-02T23:34:41.635246: step 1169, loss 0.234418, acc 0.9375
2017-03-02T23:34:41.736238: step 1170, loss 0.191269, acc 0.921875
2017-03-02T23:34:41.829572: step 1171, loss 0.273375, acc 0.90625
2017-03-02T23:34:41.936697: step 1172, loss 0.199159, acc 0.90625
2017-03-02T23:34:42.043342: step 1173, loss 0.191881, acc 0.90625
2017-03-02T23:34:42.144578: step 1174, loss 0.295111, acc 0.890625
2017-03-02T23:34:42.259131: step 1175, loss 0.268623, acc 0.921875
2017-03-02T23:34:42.385896: step 1176, loss 0.283666, acc 0.890625
2017-03-02T23:34:42.492759: step 1177, loss 0.222539, acc 0.90625
2017-03-02T23:34:42.577889: step 1178, loss 0.215058, acc 0.875
2017-03-02T23:34:42.680718: step 1179, loss 0.260541, acc 0.890625
2017-03-02T23:34:42.804543: step 1180, loss 0.199299, acc 0.921875
2017-03-02T23:34:42.908759: step 1181, loss 0.15097, acc 0.953125
2017-03-02T23:34:43.018282: step 1182, loss 0.239815, acc 0.890625
2017-03-02T23:34:43.123239: step 1183, loss 0.12095, acc 0.96875
2017-03-02T23:34:43.223678: step 1184, loss 0.25889, acc 0.90625
2017-03-02T23:34:43.309788: step 1185, loss 0.176572, acc 0.921875
2017-03-02T23:34:43.413298: step 1186, loss 0.113551, acc 0.96875
2017-03-02T23:34:43.517999: step 1187, loss 0.329441, acc 0.84375
2017-03-02T23:34:43.619845: step 1188, loss 0.339707, acc 0.84375
2017-03-02T23:34:43.713419: step 1189, loss 0.316497, acc 0.82
2017-03-02T23:34:43.820804: step 1190, loss 0.201638, acc 0.90625
2017-03-02T23:34:43.914560: step 1191, loss 0.215872, acc 0.90625
2017-03-02T23:34:44.026673: step 1192, loss 0.243557, acc 0.90625
2017-03-02T23:34:44.118051: step 1193, loss 0.0959931, acc 0.96875
2017-03-02T23:34:44.225571: step 1194, loss 0.0748924, acc 0.984375
2017-03-02T23:34:44.333459: step 1195, loss 0.136074, acc 0.953125
2017-03-02T23:34:44.436457: step 1196, loss 0.213027, acc 0.953125
2017-03-02T23:34:44.554084: step 1197, loss 0.131974, acc 0.9375
2017-03-02T23:34:44.658645: step 1198, loss 0.181495, acc 0.953125
2017-03-02T23:34:44.764929: step 1199, loss 0.27304, acc 0.90625
2017-03-02T23:34:44.861152: step 1200, loss 0.181505, acc 0.9375

Evaluation:
2017-03-02T23:34:44.920671: step 1200, loss 1.22422, acc 0.546713

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488526215/checkpoints/model-1200

2017-03-02T23:34:45.367672: step 1201, loss 0.244873, acc 0.90625
2017-03-02T23:34:45.477670: step 1202, loss 0.166083, acc 0.921875
2017-03-02T23:34:45.566407: step 1203, loss 0.213956, acc 0.9375
2017-03-02T23:34:45.660872: step 1204, loss 0.155864, acc 0.9375
2017-03-02T23:34:45.764726: step 1205, loss 0.302731, acc 0.875
2017-03-02T23:34:45.872439: step 1206, loss 0.220284, acc 0.890625
2017-03-02T23:34:45.977631: step 1207, loss 0.300328, acc 0.875
2017-03-02T23:34:46.089737: step 1208, loss 0.167047, acc 0.921875
2017-03-02T23:34:46.187858: step 1209, loss 0.301896, acc 0.875
2017-03-02T23:34:46.281044: step 1210, loss 0.209892, acc 0.90625
2017-03-02T23:34:46.372632: step 1211, loss 0.202769, acc 0.953125
2017-03-02T23:34:46.475128: step 1212, loss 0.348243, acc 0.890625
2017-03-02T23:34:46.582277: step 1213, loss 0.204098, acc 0.921875
2017-03-02T23:34:46.691328: step 1214, loss 0.218615, acc 0.890625
2017-03-02T23:34:46.798808: step 1215, loss 0.29384, acc 0.890625
2017-03-02T23:34:46.934456: step 1216, loss 0.213423, acc 0.9375
2017-03-02T23:34:47.056237: step 1217, loss 0.322008, acc 0.84375
2017-03-02T23:34:47.149183: step 1218, loss 0.232403, acc 0.90625
2017-03-02T23:34:47.253362: step 1219, loss 0.135106, acc 0.96875
2017-03-02T23:34:47.364519: step 1220, loss 0.21037, acc 0.90625
2017-03-02T23:34:47.460010: step 1221, loss 0.367525, acc 0.859375
2017-03-02T23:34:47.560510: step 1222, loss 0.0835059, acc 1
2017-03-02T23:34:47.661468: step 1223, loss 0.261865, acc 0.859375
2017-03-02T23:34:47.773329: step 1224, loss 0.256356, acc 0.921875
2017-03-02T23:34:47.879251: step 1225, loss 0.248576, acc 0.890625
2017-03-02T23:34:47.980570: step 1226, loss 0.222672, acc 0.921875
2017-03-02T23:34:48.086200: step 1227, loss 0.163405, acc 0.9375
2017-03-02T23:34:48.193651: step 1228, loss 0.113213, acc 0.96875
2017-03-02T23:34:48.299285: step 1229, loss 0.267071, acc 0.90625
2017-03-02T23:34:48.395572: step 1230, loss 0.225553, acc 0.92
2017-03-02T23:34:48.497791: step 1231, loss 0.311624, acc 0.90625
2017-03-02T23:34:48.590633: step 1232, loss 0.188565, acc 0.921875
2017-03-02T23:34:48.681169: step 1233, loss 0.14195, acc 0.96875
2017-03-02T23:34:48.784849: step 1234, loss 0.106652, acc 0.984375
2017-03-02T23:34:48.889798: step 1235, loss 0.252888, acc 0.90625
2017-03-02T23:34:49.000885: step 1236, loss 0.160391, acc 0.953125
2017-03-02T23:34:49.110847: step 1237, loss 0.20543, acc 0.90625
2017-03-02T23:34:49.211794: step 1238, loss 0.35254, acc 0.953125
2017-03-02T23:34:49.320189: step 1239, loss 0.114932, acc 0.984375
2017-03-02T23:34:49.414339: step 1240, loss 0.246815, acc 0.921875
2017-03-02T23:34:49.535771: step 1241, loss 0.215553, acc 0.890625
2017-03-02T23:34:49.642294: step 1242, loss 0.168458, acc 0.921875
2017-03-02T23:34:49.755071: step 1243, loss 0.195789, acc 0.9375
2017-03-02T23:34:49.858287: step 1244, loss 0.168762, acc 0.9375
2017-03-02T23:34:49.970597: step 1245, loss 0.226533, acc 0.90625
2017-03-02T23:34:50.083570: step 1246, loss 0.209366, acc 0.9375
2017-03-02T23:34:50.174401: step 1247, loss 0.157864, acc 0.9375
2017-03-02T23:34:50.276557: step 1248, loss 0.283105, acc 0.90625
2017-03-02T23:34:50.382219: step 1249, loss 0.150808, acc 0.96875
2017-03-02T23:34:50.497386: step 1250, loss 0.249857, acc 0.890625
2017-03-02T23:34:50.609712: step 1251, loss 0.27724, acc 0.875
2017-03-02T23:34:50.711955: step 1252, loss 0.146872, acc 0.921875
2017-03-02T23:34:50.820000: step 1253, loss 0.289021, acc 0.90625
2017-03-02T23:34:50.911550: step 1254, loss 0.312292, acc 0.90625
2017-03-02T23:34:51.019730: step 1255, loss 0.0954803, acc 0.96875
2017-03-02T23:34:51.125484: step 1256, loss 0.174624, acc 0.9375
2017-03-02T23:34:51.242036: step 1257, loss 0.174082, acc 0.9375
2017-03-02T23:34:51.347790: step 1258, loss 0.156941, acc 0.96875
2017-03-02T23:34:51.454589: step 1259, loss 0.179858, acc 0.953125
2017-03-02T23:34:51.566093: step 1260, loss 0.150918, acc 0.921875
2017-03-02T23:34:51.657291: step 1261, loss 0.23535, acc 0.875
2017-03-02T23:34:51.757826: step 1262, loss 0.195073, acc 0.90625
2017-03-02T23:34:51.865096: step 1263, loss 0.181134, acc 0.9375
2017-03-02T23:34:51.969675: step 1264, loss 0.191815, acc 0.953125
2017-03-02T23:34:52.079181: step 1265, loss 0.277276, acc 0.921875
2017-03-02T23:34:52.186489: step 1266, loss 0.216551, acc 0.921875
2017-03-02T23:34:52.293767: step 1267, loss 0.319586, acc 0.859375
2017-03-02T23:34:52.390211: step 1268, loss 0.178701, acc 0.953125
2017-03-02T23:34:52.485214: step 1269, loss 0.23325, acc 0.90625
2017-03-02T23:34:52.589578: step 1270, loss 0.14594, acc 0.9375
2017-03-02T23:34:52.686014: step 1271, loss 0.223507, acc 0.9
2017-03-02T23:34:52.805913: step 1272, loss 0.280572, acc 0.875
2017-03-02T23:34:52.905457: step 1273, loss 0.0861367, acc 0.984375
2017-03-02T23:34:53.014076: step 1274, loss 0.235933, acc 0.90625
2017-03-02T23:34:53.114781: step 1275, loss 0.15881, acc 0.9375
2017-03-02T23:34:53.212701: step 1276, loss 0.165019, acc 0.9375
2017-03-02T23:34:53.317516: step 1277, loss 0.201063, acc 0.90625
2017-03-02T23:34:53.426846: step 1278, loss 0.186173, acc 0.9375
2017-03-02T23:34:53.532326: step 1279, loss 0.169828, acc 0.921875
2017-03-02T23:34:53.636455: step 1280, loss 0.124858, acc 0.953125
2017-03-02T23:34:53.742722: step 1281, loss 0.147302, acc 0.921875
2017-03-02T23:34:53.848832: step 1282, loss 0.166211, acc 0.921875
2017-03-02T23:34:53.929087: step 1283, loss 0.180538, acc 0.953125
2017-03-02T23:34:54.031161: step 1284, loss 0.203197, acc 0.875
2017-03-02T23:34:54.140064: step 1285, loss 0.101775, acc 0.96875
2017-03-02T23:34:54.248361: step 1286, loss 0.0925466, acc 0.96875
2017-03-02T23:34:54.349122: step 1287, loss 0.341226, acc 0.90625
2017-03-02T23:34:54.451788: step 1288, loss 0.206153, acc 0.921875
2017-03-02T23:34:54.552566: step 1289, loss 0.138449, acc 0.953125
2017-03-02T23:34:54.645193: step 1290, loss 0.187736, acc 0.96875
2017-03-02T23:34:54.744430: step 1291, loss 0.258074, acc 0.890625
2017-03-02T23:34:54.847393: step 1292, loss 0.195738, acc 0.9375
2017-03-02T23:34:54.948479: step 1293, loss 0.146726, acc 0.953125
2017-03-02T23:34:55.057673: step 1294, loss 0.19607, acc 0.890625
2017-03-02T23:34:55.156037: step 1295, loss 0.148318, acc 0.953125
2017-03-02T23:34:55.263526: step 1296, loss 0.141746, acc 0.953125
2017-03-02T23:34:55.366837: step 1297, loss 0.127925, acc 0.96875
2017-03-02T23:34:55.451346: step 1298, loss 0.302883, acc 0.875
2017-03-02T23:34:55.551048: step 1299, loss 0.169036, acc 0.90625
2017-03-02T23:34:55.654853: step 1300, loss 0.188579, acc 0.953125

Evaluation:
2017-03-02T23:34:55.715672: step 1300, loss 1.21803, acc 0.560554

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488526215/checkpoints/model-1300

2017-03-02T23:34:56.224187: step 1301, loss 0.140993, acc 0.921875
2017-03-02T23:34:56.332886: step 1302, loss 0.187472, acc 0.90625
2017-03-02T23:34:56.435399: step 1303, loss 0.19629, acc 0.9375
2017-03-02T23:34:56.554743: step 1304, loss 0.286919, acc 0.90625
2017-03-02T23:34:56.659326: step 1305, loss 0.125194, acc 0.96875
2017-03-02T23:34:56.758318: step 1306, loss 0.20867, acc 0.921875
2017-03-02T23:34:56.851498: step 1307, loss 0.295512, acc 0.875
2017-03-02T23:34:56.943496: step 1308, loss 0.147139, acc 0.9375
2017-03-02T23:34:57.051707: step 1309, loss 0.134107, acc 0.953125
2017-03-02T23:34:57.153896: step 1310, loss 0.245446, acc 0.921875
2017-03-02T23:34:57.260061: step 1311, loss 0.163057, acc 0.9375
2017-03-02T23:34:57.357148: step 1312, loss 0.0999968, acc 0.98
2017-03-02T23:34:57.463142: step 1313, loss 0.0897545, acc 0.96875
2017-03-02T23:34:57.572887: step 1314, loss 0.171066, acc 0.890625
2017-03-02T23:34:57.667988: step 1315, loss 0.192132, acc 0.921875
2017-03-02T23:34:57.764346: step 1316, loss 0.179745, acc 0.921875
2017-03-02T23:34:57.871481: step 1317, loss 0.122231, acc 0.953125
2017-03-02T23:34:57.986723: step 1318, loss 0.130306, acc 0.953125
2017-03-02T23:34:58.093742: step 1319, loss 0.0998443, acc 0.96875
2017-03-02T23:34:58.198654: step 1320, loss 0.135921, acc 0.984375
2017-03-02T23:34:58.304519: step 1321, loss 0.133502, acc 0.953125
2017-03-02T23:34:58.396458: step 1322, loss 0.228052, acc 0.9375
2017-03-02T23:34:58.509847: step 1323, loss 0.0897548, acc 0.96875
2017-03-02T23:34:58.609471: step 1324, loss 0.23377, acc 0.921875
2017-03-02T23:34:58.713302: step 1325, loss 0.204643, acc 0.90625
2017-03-02T23:34:58.817955: step 1326, loss 0.162166, acc 0.96875
2017-03-02T23:34:58.928534: step 1327, loss 0.213848, acc 0.890625
2017-03-02T23:34:59.032901: step 1328, loss 0.152425, acc 0.953125
