
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=100
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=128
EVALUATE_EVERY=100
FILTER_SIZES=1,2,3,4,5
L2_REG_LAMBDA=0.0
LABELS_DATA_FILE=./nlp_features/gop_onehotlabels.npy
LOG_DEVICE_PLACEMENT=False
NUM_CHECKPOINTS=5
NUM_EPOCHS=200
NUM_FILTERS=128
SENTENCES_DATA_FILE=./nlp_features/gop_sentences_list_of_strings.npy
UNROLLED_LSTM=False

Loading data...
Vocabulary Size: 13924
Train/Dev split: 12484/1387
Writing to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488504630

2017-03-02T17:32:20.921138: step 1, loss 3.41974, acc 0.25
2017-03-02T17:43:14.318831: step 8433, loss 0.125519, acc 0.953125
2017-03-02T17:43:14.393653: step 8434, loss 0.168481, acc 0.9375
2017-03-02T17:43:14.462586: step 8435, loss 0.0483394, acc 0.984375
2017-03-02T17:43:14.536199: step 8436, loss 0.325241, acc 0.875
2017-03-02T17:43:14.605217: step 8437, loss 0.0920389, acc 0.96875
2017-03-02T17:43:14.670743: step 8438, loss 0.167758, acc 0.921875
2017-03-02T17:43:14.740251: step 8439, loss 0.157024, acc 0.9375
2017-03-02T17:43:14.812147: step 8440, loss 0.302479, acc 0.859375
2017-03-02T17:43:14.890473: step 8441, loss 0.145483, acc 0.9375
2017-03-02T17:43:14.958041: step 8442, loss 0.0742203, acc 0.984375
2017-03-02T17:43:15.037115: step 8443, loss 0.252483, acc 0.875
2017-03-02T17:43:15.109622: step 8444, loss 0.152915, acc 0.9375
2017-03-02T17:43:15.180033: step 8445, loss 0.101431, acc 0.96875
2017-03-02T17:43:15.255896: step 8446, loss 0.0968473, acc 0.984375
2017-03-02T17:43:15.323503: step 8447, loss 0.111838, acc 0.953125
2017-03-02T17:43:15.388905: step 8448, loss 0.193737, acc 0.90625
2017-03-02T17:43:15.461326: step 8449, loss 0.117157, acc 0.953125
2017-03-02T17:43:15.534659: step 8450, loss 0.180308, acc 0.9375
2017-03-02T17:43:15.616023: step 8451, loss 0.130702, acc 0.9375
2017-03-02T17:43:15.689025: step 8452, loss 0.0752357, acc 0.984375
2017-03-02T17:43:15.762435: step 8453, loss 0.22494, acc 0.90625
2017-03-02T17:43:15.832620: step 8454, loss 0.107485, acc 0.9375
2017-03-02T17:43:15.904831: step 8455, loss 0.179887, acc 0.953125
2017-03-02T17:43:15.978993: step 8456, loss 0.163785, acc 0.921875
2017-03-02T17:43:16.054258: step 8457, loss 0.235658, acc 0.9375
2017-03-02T17:43:16.129824: step 8458, loss 0.208297, acc 0.890625
2017-03-02T17:43:16.206727: step 8459, loss 0.1521, acc 0.9375
2017-03-02T17:43:16.280599: step 8460, loss 0.0878734, acc 0.953125
2017-03-02T17:43:16.351206: step 8461, loss 0.0835242, acc 0.96875
2017-03-02T17:43:16.423890: step 8462, loss 0.302786, acc 0.875
2017-03-02T17:43:16.495597: step 8463, loss 0.199118, acc 0.90625
2017-03-02T17:43:16.568467: step 8464, loss 0.216042, acc 0.953125
2017-03-02T17:43:16.636162: step 8465, loss 0.312109, acc 0.859375
2017-03-02T17:43:16.711546: step 8466, loss 0.181822, acc 0.921875
2017-03-02T17:43:16.783675: step 8467, loss 0.496472, acc 0.828125
2017-03-02T17:43:16.857796: step 8468, loss 0.208741, acc 0.9375
2017-03-02T17:43:16.938928: step 8469, loss 0.254881, acc 0.875
2017-03-02T17:43:17.016136: step 8470, loss 0.188163, acc 0.921875
2017-03-02T17:43:17.093704: step 8471, loss 0.218808, acc 0.9375
2017-03-02T17:43:17.166325: step 8472, loss 0.293028, acc 0.875
2017-03-02T17:43:17.239866: step 8473, loss 0.298464, acc 0.890625
2017-03-02T17:43:17.303524: step 8474, loss 0.138237, acc 0.90625
2017-03-02T17:43:17.373867: step 8475, loss 0.124938, acc 0.953125
2017-03-02T17:43:17.442061: step 8476, loss 0.203013, acc 0.890625
2017-03-02T17:43:17.515210: step 8477, loss 0.166792, acc 0.921875
2017-03-02T17:43:17.586007: step 8478, loss 0.122587, acc 0.9375
2017-03-02T17:43:17.657555: step 8479, loss 0.325189, acc 0.890625
2017-03-02T17:43:17.732591: step 8480, loss 0.19106, acc 0.90625
2017-03-02T17:43:17.804828: step 8481, loss 0.0976832, acc 0.96875
2017-03-02T17:43:17.873969: step 8482, loss 0.076446, acc 0.984375
2017-03-02T17:43:17.949013: step 8483, loss 0.149459, acc 0.9375
2017-03-02T17:43:18.012815: step 8484, loss 0.141912, acc 0.9375
2017-03-02T17:43:18.080460: step 8485, loss 0.100971, acc 0.96875
2017-03-02T17:43:18.155559: step 8486, loss 0.182118, acc 0.890625
2017-03-02T17:43:18.230784: step 8487, loss 0.216288, acc 0.921875
2017-03-02T17:43:18.306426: step 8488, loss 0.0628998, acc 0.984375
2017-03-02T17:43:18.381356: step 8489, loss 0.335403, acc 0.859375
2017-03-02T17:43:18.456931: step 8490, loss 0.320121, acc 0.84375
2017-03-02T17:43:18.520291: step 8491, loss 0.157326, acc 0.90625
2017-03-02T17:43:18.593716: step 8492, loss 0.201512, acc 0.859375
2017-03-02T17:43:18.666719: step 8493, loss 0.211139, acc 0.90625
2017-03-02T17:43:18.739308: step 8494, loss 0.0827477, acc 0.953125
2017-03-02T17:43:18.807160: step 8495, loss 0.250288, acc 0.875
2017-03-02T17:43:18.877575: step 8496, loss 0.194139, acc 0.90625
2017-03-02T17:43:18.947395: step 8497, loss 0.13769, acc 0.921875
2017-03-02T17:43:19.015852: step 8498, loss 0.320033, acc 0.875
2017-03-02T17:43:19.100103: step 8499, loss 0.236284, acc 0.921875
2017-03-02T17:43:19.169961: step 8500, loss 0.250812, acc 0.859375

Evaluation:
2017-03-02T17:43:19.205755: step 8500, loss 1.30594, acc 0.662581

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488504630/checkpoints/model-8500

2017-03-02T17:43:19.663104: step 8501, loss 0.0551676, acc 0.96875
2017-03-02T17:43:19.731509: step 8502, loss 0.114764, acc 0.953125
2017-03-02T17:43:19.807250: step 8503, loss 0.247748, acc 0.921875
2017-03-02T17:43:19.886308: step 8504, loss 0.116687, acc 0.9375
2017-03-02T17:43:19.958590: step 8505, loss 0.110522, acc 0.984375
2017-03-02T17:43:20.034251: step 8506, loss 0.171055, acc 0.90625
2017-03-02T17:43:20.103809: step 8507, loss 0.169345, acc 0.90625
2017-03-02T17:43:20.172926: step 8508, loss 0.213859, acc 0.90625
2017-03-02T17:43:20.245998: step 8509, loss 0.114039, acc 0.9375
2017-03-02T17:43:20.321345: step 8510, loss 0.173279, acc 0.921875
2017-03-02T17:43:20.394916: step 8511, loss 0.250858, acc 0.875
2017-03-02T17:43:20.467240: step 8512, loss 0.204133, acc 0.9375
2017-03-02T17:43:20.541048: step 8513, loss 0.105071, acc 0.9375
2017-03-02T17:43:20.617446: step 8514, loss 0.106236, acc 0.96875
2017-03-02T17:43:20.691282: step 8515, loss 0.227293, acc 0.890625
2017-03-02T17:43:20.766333: step 8516, loss 0.0980359, acc 0.96875
2017-03-02T17:43:20.834222: step 8517, loss 0.141626, acc 0.953125
2017-03-02T17:43:20.943211: step 8518, loss 0.146363, acc 0.953125
2017-03-02T17:43:21.022850: step 8519, loss 0.0907819, acc 0.984375
2017-03-02T17:43:21.108554: step 8520, loss 0.124164, acc 0.953125
2017-03-02T17:43:21.186804: step 8521, loss 0.201206, acc 0.921875
2017-03-02T17:43:21.263733: step 8522, loss 0.102573, acc 0.96875
2017-03-02T17:43:21.340712: step 8523, loss 0.35065, acc 0.859375
2017-03-02T17:43:21.417673: step 8524, loss 0.174264, acc 0.9375
2017-03-02T17:43:21.496163: step 8525, loss 0.330443, acc 0.890625
2017-03-02T17:43:21.565662: step 8526, loss 0.208819, acc 0.890625
2017-03-02T17:43:21.645102: step 8527, loss 0.214299, acc 0.875
2017-03-02T17:43:21.724760: step 8528, loss 0.052659, acc 0.984375
2017-03-02T17:43:21.799571: step 8529, loss 0.184083, acc 0.90625
2017-03-02T17:43:21.878951: step 8530, loss 0.24823, acc 0.921875
2017-03-02T17:43:21.954749: step 8531, loss 0.288909, acc 0.921875
2017-03-02T17:43:22.041100: step 8532, loss 0.19622, acc 0.890625
2017-03-02T17:43:22.113366: step 8533, loss 0.152581, acc 0.953125
2017-03-02T17:43:22.181226: step 8534, loss 0.129734, acc 0.9375
2017-03-02T17:43:22.254477: step 8535, loss 0.349956, acc 0.859375
2017-03-02T17:43:22.337678: step 8536, loss 0.226763, acc 0.90625
2017-03-02T17:43:22.417715: step 8537, loss 0.203819, acc 0.890625
2017-03-02T17:43:22.491886: step 8538, loss 0.229489, acc 0.890625
2017-03-02T17:43:22.566326: step 8539, loss 0.230937, acc 0.921875
2017-03-02T17:43:22.639619: step 8540, loss 0.270641, acc 0.90625
2017-03-02T17:43:22.709458: step 8541, loss 0.162863, acc 0.953125
2017-03-02T17:43:22.782358: step 8542, loss 0.257046, acc 0.90625
2017-03-02T17:43:22.851993: step 8543, loss 0.195863, acc 0.921875
2017-03-02T17:43:22.921669: step 8544, loss 0.234758, acc 0.90625
2017-03-02T17:43:22.994784: step 8545, loss 0.371188, acc 0.875
2017-03-02T17:43:23.069675: step 8546, loss 0.0933726, acc 0.953125
2017-03-02T17:43:23.154682: step 8547, loss 0.199973, acc 0.921875
2017-03-02T17:43:23.226485: step 8548, loss 0.18477, acc 0.953125
2017-03-02T17:43:23.307651: step 8549, loss 0.200429, acc 0.921875
2017-03-02T17:43:23.386836: step 8550, loss 0.159237, acc 0.9375
2017-03-02T17:43:23.464315: step 8551, loss 0.166607, acc 0.9375
2017-03-02T17:43:23.536223: step 8552, loss 0.16074, acc 0.953125
2017-03-02T17:43:23.608740: step 8553, loss 0.199724, acc 0.90625
2017-03-02T17:43:23.682900: step 8554, loss 0.188081, acc 0.9375
2017-03-02T17:43:23.768387: step 8555, loss 0.236369, acc 0.859375
2017-03-02T17:43:23.846919: step 8556, loss 0.104503, acc 0.96875
2017-03-02T17:43:23.925704: step 8557, loss 0.188323, acc 0.9375
2017-03-02T17:43:23.995833: step 8558, loss 0.169359, acc 0.9375
2017-03-02T17:43:24.073298: step 8559, loss 0.0952826, acc 0.953125
2017-03-02T17:43:24.148905: step 8560, loss 0.146738, acc 0.9375
2017-03-02T17:43:24.229781: step 8561, loss 0.348641, acc 0.875
2017-03-02T17:43:24.301024: step 8562, loss 0.161344, acc 0.921875
2017-03-02T17:43:24.371785: step 8563, loss 0.16293, acc 0.953125
2017-03-02T17:43:24.441972: step 8564, loss 0.161709, acc 0.96875
2017-03-02T17:43:24.516609: step 8565, loss 0.16104, acc 0.953125
2017-03-02T17:43:24.584156: step 8566, loss 0.151959, acc 0.953125
2017-03-02T17:43:24.654459: step 8567, loss 0.188647, acc 0.953125
2017-03-02T17:43:24.724115: step 8568, loss 0.102782, acc 0.953125
2017-03-02T17:43:24.796806: step 8569, loss 0.153117, acc 0.921875
2017-03-02T17:43:24.868162: step 8570, loss 0.090005, acc 0.953125
2017-03-02T17:43:24.938867: step 8571, loss 0.167054, acc 0.9375
2017-03-02T17:43:25.009529: step 8572, loss 0.065821, acc 1
2017-03-02T17:43:25.079969: step 8573, loss 0.198661, acc 0.9375
2017-03-02T17:43:25.166997: step 8574, loss 0.143363, acc 0.9375
2017-03-02T17:43:25.242749: step 8575, loss 0.164916, acc 0.953125
2017-03-02T17:43:25.316346: step 8576, loss 0.125353, acc 0.9375
2017-03-02T17:43:25.393599: step 8577, loss 0.200103, acc 0.90625
2017-03-02T17:43:25.474033: step 8578, loss 0.124442, acc 0.9375
2017-03-02T17:43:25.546803: step 8579, loss 0.207798, acc 0.90625
2017-03-02T17:43:25.613643: step 8580, loss 0.0976368, acc 0.953125
2017-03-02T17:43:25.688730: step 8581, loss 0.0870777, acc 0.96875
2017-03-02T17:43:25.756353: step 8582, loss 0.328591, acc 0.875
2017-03-02T17:43:25.830607: step 8583, loss 0.225551, acc 0.90625
2017-03-02T17:43:25.908558: step 8584, loss 0.165852, acc 0.96875
2017-03-02T17:43:25.986802: step 8585, loss 0.397265, acc 0.8125
2017-03-02T17:43:26.057911: step 8586, loss 0.138173, acc 0.9375
2017-03-02T17:43:26.128088: step 8587, loss 0.082399, acc 0.953125
2017-03-02T17:43:26.202126: step 8588, loss 0.0439884, acc 0.984375
2017-03-02T17:43:26.275017: step 8589, loss 0.118188, acc 0.9375
2017-03-02T17:43:26.346117: step 8590, loss 0.125003, acc 0.96875
2017-03-02T17:43:26.422318: step 8591, loss 0.147789, acc 0.9375
2017-03-02T17:43:26.494108: step 8592, loss 0.109487, acc 0.96875
2017-03-02T17:43:26.573860: step 8593, loss 0.127584, acc 0.9375
2017-03-02T17:43:26.647870: step 8594, loss 0.330328, acc 0.875
2017-03-02T17:43:26.718458: step 8595, loss 0.229398, acc 0.890625
2017-03-02T17:43:26.790857: step 8596, loss 0.257292, acc 0.921875
2017-03-02T17:43:26.877923: step 8597, loss 0.177732, acc 0.9375
2017-03-02T17:43:26.947212: step 8598, loss 0.163688, acc 0.921875
2017-03-02T17:43:27.020343: step 8599, loss 0.240305, acc 0.921875
2017-03-02T17:43:27.089957: step 8600, loss 0.147052, acc 0.921875

Evaluation:
2017-03-02T17:43:27.124870: step 8600, loss 1.32661, acc 0.665465

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488504630/checkpoints/model-8600

2017-03-02T17:43:27.588811: step 8601, loss 0.232591, acc 0.90625
2017-03-02T17:43:27.656648: step 8602, loss 0.191859, acc 0.90625
2017-03-02T17:43:27.724182: step 8603, loss 0.16027, acc 0.9375
2017-03-02T17:43:27.789044: step 8604, loss 0.193926, acc 0.90625
2017-03-02T17:43:27.860427: step 8605, loss 0.213968, acc 0.90625
2017-03-02T17:43:27.931682: step 8606, loss 0.115975, acc 0.953125
2017-03-02T17:43:28.001398: step 8607, loss 0.122605, acc 0.921875
2017-03-02T17:43:28.072065: step 8608, loss 0.254556, acc 0.890625
2017-03-02T17:43:28.144208: step 8609, loss 0.18176, acc 0.921875
2017-03-02T17:43:28.221437: step 8610, loss 0.172896, acc 0.921875
2017-03-02T17:43:28.299465: step 8611, loss 0.148051, acc 0.9375
2017-03-02T17:43:28.371472: step 8612, loss 0.164002, acc 0.90625
2017-03-02T17:43:28.447987: step 8613, loss 0.147617, acc 0.9375
2017-03-02T17:43:28.522545: step 8614, loss 0.193141, acc 0.9375
2017-03-02T17:43:28.600711: step 8615, loss 0.349008, acc 0.875
2017-03-02T17:43:28.671445: step 8616, loss 0.168492, acc 0.9375
2017-03-02T17:43:28.745693: step 8617, loss 0.157332, acc 0.9375
2017-03-02T17:43:28.816902: step 8618, loss 0.133067, acc 0.9375
2017-03-02T17:43:28.889956: step 8619, loss 0.177595, acc 0.9375
2017-03-02T17:43:28.971511: step 8620, loss 0.13645, acc 0.9375
2017-03-02T17:43:29.043369: step 8621, loss 0.152199, acc 0.921875
2017-03-02T17:43:29.106424: step 8622, loss 0.200703, acc 0.953125
2017-03-02T17:43:29.176601: step 8623, loss 0.103859, acc 0.96875
2017-03-02T17:43:29.250424: step 8624, loss 0.37454, acc 0.75
2017-03-02T17:43:29.324511: step 8625, loss 0.16381, acc 0.9375
2017-03-02T17:43:29.400512: step 8626, loss 0.214925, acc 0.921875
2017-03-02T17:43:29.492050: step 8627, loss 0.0830543, acc 0.984375
2017-03-02T17:43:29.564788: step 8628, loss 0.135143, acc 0.96875
2017-03-02T17:43:29.637121: step 8629, loss 0.166856, acc 0.90625
2017-03-02T17:43:29.708899: step 8630, loss 0.128277, acc 0.953125
2017-03-02T17:43:29.778301: step 8631, loss 0.123307, acc 0.9375
2017-03-02T17:43:29.843233: step 8632, loss 0.250479, acc 0.890625
2017-03-02T17:43:29.917456: step 8633, loss 0.25528, acc 0.90625
2017-03-02T17:43:29.995240: step 8634, loss 0.106822, acc 0.96875
2017-03-02T17:43:30.066350: step 8635, loss 0.245173, acc 0.921875
2017-03-02T17:43:30.138733: step 8636, loss 0.177259, acc 0.921875
2017-03-02T17:43:30.210643: step 8637, loss 0.15586, acc 0.921875
2017-03-02T17:43:30.282909: step 8638, loss 0.258085, acc 0.890625
2017-03-02T17:43:30.354718: step 8639, loss 0.175115, acc 0.9375
2017-03-02T17:43:30.426621: step 8640, loss 0.27264, acc 0.90625
2017-03-02T17:43:30.498604: step 8641, loss 0.141506, acc 0.921875
2017-03-02T17:43:30.577285: step 8642, loss 0.347417, acc 0.875
2017-03-02T17:43:30.662645: step 8643, loss 0.154692, acc 0.921875
2017-03-02T17:43:30.735164: step 8644, loss 0.251715, acc 0.921875
2017-03-02T17:43:30.809830: step 8645, loss 0.187631, acc 0.9375
2017-03-02T17:43:30.881565: step 8646, loss 0.138649, acc 0.953125
2017-03-02T17:43:30.945277: step 8647, loss 0.129768, acc 0.9375
2017-03-02T17:43:31.004131: step 8648, loss 0.230259, acc 0.953125
2017-03-02T17:43:31.074481: step 8649, loss 0.169215, acc 0.921875
2017-03-02T17:43:31.156989: step 8650, loss 0.132073, acc 0.953125
2017-03-02T17:43:31.225013: step 8651, loss 0.411691, acc 0.859375
2017-03-02T17:43:31.297773: step 8652, loss 0.216536, acc 0.90625
2017-03-02T17:43:31.371589: step 8653, loss 0.164593, acc 0.9375
2017-03-02T17:43:31.446326: step 8654, loss 0.0570737, acc 0.984375
2017-03-02T17:43:31.516765: step 8655, loss 0.180243, acc 0.90625
2017-03-02T17:43:31.605071: step 8656, loss 0.148269, acc 0.953125
2017-03-02T17:43:31.673582: step 8657, loss 0.0733311, acc 0.984375
2017-03-02T17:43:31.752436: step 8658, loss 0.225733, acc 0.90625
2017-03-02T17:43:31.820700: step 8659, loss 0.218707, acc 0.890625
2017-03-02T17:43:31.886631: step 8660, loss 0.139012, acc 0.953125
2017-03-02T17:43:31.961358: step 8661, loss 0.197009, acc 0.90625
2017-03-02T17:43:32.036457: step 8662, loss 0.113543, acc 0.984375
2017-03-02T17:43:32.111825: step 8663, loss 0.135485, acc 0.9375
2017-03-02T17:43:32.187268: step 8664, loss 0.111314, acc 0.953125
2017-03-02T17:43:32.261765: step 8665, loss 0.248039, acc 0.90625
2017-03-02T17:43:32.338844: step 8666, loss 0.254616, acc 0.890625
2017-03-02T17:43:32.413163: step 8667, loss 0.220417, acc 0.90625
2017-03-02T17:43:32.485415: step 8668, loss 0.221704, acc 0.921875
2017-03-02T17:43:32.566618: step 8669, loss 0.185267, acc 0.9375
2017-03-02T17:43:32.635213: step 8670, loss 0.127324, acc 0.9375
2017-03-02T17:43:32.709444: step 8671, loss 0.300518, acc 0.859375
2017-03-02T17:43:32.783577: step 8672, loss 0.144461, acc 0.90625
2017-03-02T17:43:32.872604: step 8673, loss 0.238157, acc 0.921875
2017-03-02T17:43:32.946033: step 8674, loss 0.160753, acc 0.90625
2017-03-02T17:43:33.016986: step 8675, loss 0.12991, acc 0.921875
2017-03-02T17:43:33.091129: step 8676, loss 0.11383, acc 0.9375
2017-03-02T17:43:33.163585: step 8677, loss 0.160329, acc 0.9375
2017-03-02T17:43:33.231033: step 8678, loss 0.153498, acc 0.9375
2017-03-02T17:43:33.304980: step 8679, loss 0.239757, acc 0.9375
2017-03-02T17:43:33.377360: step 8680, loss 0.17707, acc 0.953125
2017-03-02T17:43:33.445437: step 8681, loss 0.141637, acc 0.9375
2017-03-02T17:43:33.519085: step 8682, loss 0.288392, acc 0.90625
2017-03-02T17:43:33.596036: step 8683, loss 0.0700793, acc 0.953125
2017-03-02T17:43:33.668581: step 8684, loss 0.316035, acc 0.859375
2017-03-02T17:43:33.738343: step 8685, loss 0.142966, acc 0.921875
2017-03-02T17:43:33.811175: step 8686, loss 0.186391, acc 0.9375
2017-03-02T17:43:33.875766: step 8687, loss 0.171916, acc 0.9375
2017-03-02T17:43:33.946660: step 8688, loss 0.311852, acc 0.859375
2017-03-02T17:43:34.018226: step 8689, loss 0.125415, acc 0.9375
2017-03-02T17:43:34.092106: step 8690, loss 0.127806, acc 0.9375
2017-03-02T17:43:34.166834: step 8691, loss 0.251967, acc 0.90625
2017-03-02T17:43:34.243668: step 8692, loss 0.187829, acc 0.9375
2017-03-02T17:43:34.328353: step 8693, loss 0.164217, acc 0.921875
2017-03-02T17:43:34.401557: step 8694, loss 0.12649, acc 0.953125
2017-03-02T17:43:34.470651: step 8695, loss 0.086768, acc 0.953125
2017-03-02T17:43:34.542042: step 8696, loss 0.256623, acc 0.890625
2017-03-02T17:43:34.621031: step 8697, loss 0.168251, acc 0.9375
2017-03-02T17:43:34.702116: step 8698, loss 0.0903969, acc 0.984375
2017-03-02T17:43:34.782469: step 8699, loss 0.295836, acc 0.875
2017-03-02T17:43:34.853776: step 8700, loss 0.183978, acc 0.921875

Evaluation:
2017-03-02T17:43:34.894395: step 8700, loss 1.33504, acc 0.678443

Saved model checkpoint to /atlas/u/jdunnmon/tutorial/cnn-text-classification-tf/runs/1488504630/checkpoints/model-8700

2017-03-02T17:43:35.334802: step 8701, loss 0.106871, acc 0.96875
2017-03-02T17:43:35.408812: step 8702, loss 0.171726, acc 0.9375
2017-03-02T17:43:35.505479: step 8703, loss 0.168974, acc 0.921875
2017-03-02T17:43:35.579806: step 8704, loss 0.115814, acc 0.953125
2017-03-02T17:43:35.654316: step 8705, loss 0.0766243, acc 0.96875
2017-03-02T17:43:35.739221: step 8706, loss 0.0877846, acc 0.984375
2017-03-02T17:43:35.811645: step 8707, loss 0.105835, acc 0.96875
2017-03-02T17:43:35.884667: step 8708, loss 0.14519, acc 0.9375
2017-03-02T17:43:35.961643: step 8709, loss 0.150036, acc 0.9375
2017-03-02T17:43:36.028044: step 8710, loss 0.225191, acc 0.921875
2017-03-02T17:43:36.105006: step 8711, loss 0.17897, acc 0.90625
2017-03-02T17:43:36.173887: step 8712, loss 0.262546, acc 0.890625
2017-03-02T17:43:36.248706: step 8713, loss 0.165072, acc 0.9375
2017-03-02T17:43:36.320733: step 8714, loss 0.15525, acc 0.953125
2017-03-02T17:43:36.391150: step 8715, loss 0.221544, acc 0.921875
2017-03-02T17:43:36.473925: step 8716, loss 0.232515, acc 0.90625
2017-03-02T17:43:36.543979: step 8717, loss 0.222407, acc 0.890625
2017-03-02T17:43:36.613692: step 8718, loss 0.172074, acc 0.953125
2017-03-02T17:43:36.686115: step 8719, loss 0.15428, acc 0.9375
2017-03-02T17:43:36.753623: step 8720, loss 0.181901, acc 0.90625
2017-03-02T17:43:36.822563: step 8721, loss 0.171691, acc 0.921875
2017-03-02T17:43:36.896721: step 8722, loss 0.134936, acc 0.9375
2017-03-02T17:43:36.969681: step 8723, loss 0.176845, acc 0.9375
2017-03-02T17:43:37.049427: step 8724, loss 0.149126, acc 0.953125
2017-03-02T17:43:37.123337: step 8725, loss 0.194274, acc 0.9375
2017-03-02T17:43:37.195353: step 8726, loss 0.0921629, acc 0.96875
2017-03-02T17:43:37.286984: step 8727, loss 0.199441, acc 0.9375
2017-03-02T17:43:37.366072: step 8728, loss 0.0867974, acc 0.953125
2017-03-02T17:43:37.434602: step 8729, loss 0.15346, acc 0.921875
2017-03-02T17:43:37.508471: step 8730, loss 0.158267, acc 0.90625
2017-03-02T17:43:37.582326: step 8731, loss 0.175651, acc 0.90625
2017-03-02T17:43:37.644175: step 8732, loss 0.28306, acc 0.890625
2017-03-02T17:43:37.724052: step 8733, loss 0.168999, acc 0.9375
2017-03-02T17:43:37.793519: step 8734, loss 0.0990234, acc 0.953125
2017-03-02T17:43:37.865552: step 8735, loss 0.109261, acc 0.96875
2017-03-02T17:43:37.942276: step 8736, loss 0.234593, acc 0.84375
2017-03-02T17:43:38.006296: step 8737, loss 0.241109, acc 0.875
2017-03-02T17:43:38.073272: step 8738, loss 0.350653, acc 0.90625
2017-03-02T17:43:38.147338: step 8739, loss 0.15819, acc 0.921875
2017-03-02T17:43:38.231105: step 8740, loss 0.147241, acc 0.953125
2017-03-02T17:43:38.306699: step 8741, loss 0.139056, acc 0.9375
2017-03-02T17:43:38.379527: step 8742, loss 0.171537, acc 0.921875
2017-03-02T17:43:38.451291: step 8743, loss 0.140857, acc 0.9375
2017-03-02T17:43:38.522665: step 8744, loss 0.251885, acc 0.890625
2017-03-02T17:43:38.595510: step 8745, loss 0.106027, acc 0.953125
2017-03-02T17:43:38.673182: step 8746, loss 0.146615, acc 0.9375
2017-03-02T17:43:38.741003: step 8747, loss 0.070486, acc 0.96875
2017-03-02T17:43:38.807235: step 8748, loss 0.0973484, acc 0.96875
2017-03-02T17:43:38.884414: step 8749, loss 0.390225, acc 0.921875
2017-03-02T17:43:38.966042: step 8750, loss 0.0849337, acc 0.96875
2017-03-02T17:43:39.034736: step 8751, loss 0.11178, acc 0.9375
2017-03-02T17:43:39.112632: step 8752, loss 0.09874, acc 0.953125
2017-03-02T17:43:39.187798: step 8753, loss 0.205062, acc 0.90625
2017-03-02T17:43:39.254698: step 8754, loss 0.171642, acc 0.890625
2017-03-02T17:43:39.328041: step 8755, loss 0.129307, acc 0.9375
2017-03-02T17:43:39.398697: step 8756, loss 0.323048, acc 0.859375
2017-03-02T17:43:39.470311: step 8757, loss 0.253529, acc 0.875
2017-03-02T17:43:39.552577: step 8758, loss 0.0819837, acc 0.96875
2017-03-02T17:43:39.634930: step 8759, loss 0.172716, acc 0.96875
2017-03-02T17:43:39.706835: step 8760, loss 0.243955, acc 0.921875
2017-03-02T17:43:39.783667: step 8761, loss 0.162415, acc 0.921875
2017-03-02T17:43:39.861308: step 8762, loss 0.152614, acc 0.9375
2017-03-02T17:43:39.936854: step 8763, loss 0.0859707, acc 0.96875
2017-03-02T17:43:40.014828: step 8764, loss 0.17708, acc 0.921875
2017-03-02T17:43:40.089580: step 8765, loss 0.0974326, acc 0.96875
2017-03-02T17:43:40.154885: step 8766, loss 0.23718, acc 0.890625
2017-03-02T17:43:40.223516: step 8767, loss 0.104431, acc 0.953125
2017-03-02T17:43:40.304756: step 8768, loss 0.237894, acc 0.890625
2017-03-02T17:43:40.384205: step 8769, loss 0.30374, acc 0.890625
2017-03-02T17:43:40.469834: step 8770, loss 0.0935329, acc 0.9375
2017-03-02T17:43:40.541752: step 8771, loss 0.10561, acc 0.9375
2017-03-02T17:43:40.612800: step 8772, loss 0.178943, acc 0.90625
2017-03-02T17:43:40.690057: step 8773, loss 0.0971393, acc 0.96875
2017-03-02T17:43:40.767154: step 8774, loss 0.198347, acc 0.921875
2017-03-02T17:43:40.833394: step 8775, loss 0.154107, acc 0.96875
2017-03-02T17:43:40.901805: step 8776, loss 0.189185, acc 0.90625
2017-03-02T17:43:40.975458: step 8777, loss 0.314514, acc 0.875
2017-03-02T17:43:41.049501: step 8778, loss 0.283381, acc 0.921875
2017-03-02T17:43:41.128099: step 8779, loss 0.206754, acc 0.921875
2017-03-02T17:43:41.196454: step 8780, loss 0.188819, acc 0.890625
2017-03-02T17:43:41.275195: step 8781, loss 0.142593, acc 0.921875
2017-03-02T17:43:41.346175: step 8782, loss 0.167824, acc 0.875
2017-03-02T17:43:41.417254: step 8783, loss 0.186297, acc 0.90625
2017-03-02T17:43:41.490776: step 8784, loss 0.212714, acc 0.9375
2017-03-02T17:43:41.564328: step 8785, loss 0.234245, acc 0.921875
2017-03-02T17:43:41.635183: step 8786, loss 0.0923771, acc 0.953125
2017-03-02T17:43:41.711758: step 8787, loss 0.145221, acc 0.90625
2017-03-02T17:43:41.785085: step 8788, loss 0.25622, acc 0.90625
2017-03-02T17:43:41.893299: step 8789, loss 0.138159, acc 0.9375
